date,cereals_price,avg_precipitation,avg_max_temp,price_lag_1,price_lag_2,price_lag_3,price_lag_6,price_lag_12,target_next_price
2014-05,125.2,2.3365591397849466,27.161290322580644,125.5,125.4,119.7,118.0,136.4,118.7
2014-06,118.7,3.3355555555555556,29.881111111111114,125.2,125.5,125.4,117.9,133.8,112.2
2014-07,112.2,2.1247311827956987,29.201075268817203,118.7,125.2,125.5,117.0,126.4,110.4
2014-08,110.4,2.2225806451612904,29.73440860215054,112.2,118.7,125.2,119.7,119.2,107.4
2014-09,107.4,2.1955555555555555,25.297777777777778,110.4,112.2,118.7,125.4,116.7,108.2
2014-10,108.2,1.2236559139784946,20.2247311827957,107.4,110.4,112.2,125.5,118.7,109.3
2014-11,109.3,0.42444444444444446,12.28111111111111,108.2,107.4,110.4,125.2,118.0,110.9
2014-12,110.9,1.1258064516129032,7.525806451612903,109.3,108.2,107.4,118.7,117.9,105.9
2015-01,105.9,0.9623655913978495,6.546236559139785,110.9,109.3,108.2,112.2,117.0,101.6
2015-02,101.6,1.9166666666666667,6.4452380952380945,105.9,110.9,109.3,110.4,119.7,99.5
2015-03,99.5,3.253763440860215,14.420430107526881,101.6,105.9,110.9,107.4,125.4,98.2
2015-04,98.2,2.138888888888889,20.74222222222222,99.5,101.6,105.9,108.2,125.5,95.7
2015-05,95.7,3.30752688172043,26.959139784946235,98.2,99.5,101.6,109.3,125.2,96.7
2015-06,96.7,4.333333333333333,29.029999999999998,95.7,98.2,99.5,110.9,118.7,98.9
2015-07,98.9,5.253763440860215,28.758064516129032,96.7,95.7,98.2,105.9,112.2,91.9
2015-08,91.9,3.4559139784946233,28.1,98.9,96.7,95.7,101.6,110.4,90.5
2015-09,90.5,2.506666666666667,27.142222222222223,91.9,98.9,96.7,99.5,107.4,91.7
2015-10,91.7,0.9537634408602151,20.038709677419355,90.5,91.9,98.9,98.2,108.2,90.5
2015-11,90.5,2.4277777777777776,14.815555555555557,91.7,90.5,91.9,95.7,109.3,89.4
2015-12,89.4,1.6161290322580646,9.972043010752689,90.5,91.7,90.5,96.7,110.9,87.6
2016-01,87.6,1.4505376344086023,4.744086021505376,89.4,90.5,91.7,98.9,105.9,87.3
2016-02,87.3,0.981609195402299,10.663218390804598,87.6,89.4,90.5,91.9,101.6,86.5
2016-03,86.5,2.510752688172043,15.918279569892475,87.3,87.6,89.4,90.5,99.5,88.4
2016-04,88.4,1.8533333333333335,23.193333333333335,86.5,87.3,87.6,91.7,98.2,91.1
2016-05,91.1,2.8010752688172045,26.623655913978496,88.4,86.5,87.3,90.5,95.7,94.1
2016-06,94.1,2.683333333333333,30.7,91.1,88.4,86.5,89.4,96.7,90.4
2016-07,90.4,2.981720430107527,29.51290322580645,94.1,91.1,88.4,87.6,98.9,89.3
2016-08,89.3,3.949462365591398,28.774193548387096,90.4,94.1,91.1,87.3,91.9,86.3
2016-09,86.3,1.69,26.515555555555558,89.3,90.4,94.1,86.5,90.5,86.7
2016-10,86.7,1.632258064516129,21.061290322580646,86.3,89.3,90.4,88.4,91.7,86.0
2016-11,86.0,1.2066666666666666,15.358888888888888,86.7,86.3,89.3,91.1,90.5,86.1
2016-12,86.1,1.043010752688172,8.30537634408602,86.0,86.7,86.3,94.1,89.4,88.7
2017-01,88.7,2.1161290322580646,5.606451612903226,86.1,86.0,86.7,90.4,87.6,90.0
2017-02,90.0,1.4202380952380953,10.489285714285714,88.7,86.1,86.0,89.3,87.3,87.9
2017-03,87.9,1.2161290322580645,15.76989247311828,90.0,88.7,86.1,86.3,86.5,86.9
2017-04,86.9,2.1566666666666667,22.72222222222222,87.9,90.0,88.7,86.7,88.4,88.3
2017-05,88.3,1.7150537634408602,26.791397849462363,86.9,87.9,90.0,86.0,91.1,92.4
2017-06,92.4,4.16,30.542222222222225,88.3,86.9,87.9,86.1,94.1,96.9
2017-07,96.9,2.7440860215053764,30.10967741935484,92.4,88.3,86.9,88.7,90.4,92.3
2017-08,92.3,3.167741935483871,29.4,96.9,92.4,88.3,90.0,89.3,92.1
2017-09,92.1,1.1955555555555557,27.415555555555557,92.3,96.9,92.4,87.9,86.3,91.8
2017-10,91.8,2.2989247311827956,20.88924731182796,92.1,92.3,96.9,86.9,86.7,92.1
2017-11,92.1,0.49444444444444446,13.418888888888889,91.8,92.1,92.3,88.3,86.0,92.4
2017-12,92.4,1.546236559139785,9.073118279569892,92.1,91.8,92.1,92.4,86.1,95.2
2018-01,95.2,0.9623655913978495,6.42258064516129,92.4,92.1,91.8,96.9,88.7,98.4
2018-02,98.4,1.4952380952380953,7.625,95.2,92.4,92.1,92.3,90.0,101.8
2018-03,101.8,2.0602150537634407,13.51505376344086,98.4,95.2,92.4,92.1,87.9,104.0
2018-04,104.0,1.7166666666666666,21.43,101.8,98.4,95.2,91.8,86.9,105.5
2018-05,105.5,2.138709677419355,29.465591397849465,104.0,101.8,98.4,92.1,88.3,100.8
2018-06,100.8,2.7777777777777777,31.007777777777775,105.5,104.0,101.8,92.4,92.4,98.7
2018-07,98.7,4.226881720430107,29.366666666666667,100.8,105.5,104.0,95.2,96.9,103.5
2018-08,103.5,3.2376344086021507,29.79032258064516,98.7,100.8,105.5,98.4,92.3,100.3
2018-09,100.3,6.148888888888889,25.71,103.5,98.7,100.8,101.8,92.1,100.9
2018-10,100.9,1.8258064516129031,20.448387096774194,100.3,103.5,98.7,104.0,91.8,99.6
2018-11,99.6,1.268888888888889,11.145555555555555,100.9,100.3,103.5,105.5,92.1,101.1
2018-12,101.1,1.6053763440860216,7.687096774193548,99.6,100.9,100.3,100.8,92.4,101.8
2019-01,101.8,1.6774193548387097,4.502150537634408,101.1,99.6,100.9,98.7,95.2,100.7
2019-02,100.7,2.348809523809524,6.546428571428571,101.8,101.1,99.6,103.5,98.4,97.5
2019-03,97.5,1.153763440860215,13.002150537634408,100.7,101.8,101.1,100.3,101.8,94.6
2019-04,94.6,1.7,21.664444444444445,97.5,100.7,101.8,100.9,104.0,94.4
2019-05,94.4,3.4021505376344083,26.41720430107527,94.6,97.5,100.7,99.6,105.5,99.2
2019-06,99.2,2.052222222222222,31.115555555555556,94.4,94.6,97.5,101.1,100.8,97.6
2019-07,97.6,3.746236559139785,29.589247311827958,99.2,94.4,94.6,101.8,98.7,92.6
2019-08,92.6,5.023655913978494,28.63010752688172,97.6,99.2,94.4,100.7,103.5,91.8
2019-09,91.8,2.7955555555555556,27.055555555555557,92.6,97.6,99.2,97.5,100.3,96.0
2019-10,96.0,2.335483870967742,20.247311827956988,91.8,92.6,97.6,94.6,100.9,95.6
2019-11,95.6,1.0566666666666666,13.29,96.0,91.8,92.6,94.4,99.6,97.4
2019-12,97.4,1.256989247311828,9.336559139784946,95.6,96.0,91.8,99.2,101.1,100.7
2020-01,100.7,1.6064516129032258,6.290322580645161,97.4,95.6,96.0,97.6,101.8,99.6
2020-02,99.6,1.2804597701149425,9.770114942528735,100.7,97.4,95.6,92.6,100.7,98.0
2020-03,98.0,2.7806451612903227,15.497849462365592,99.6,100.7,97.4,91.8,97.5,99.6
2020-04,99.6,1.3866666666666667,20.66,98.0,99.6,100.7,96.0,94.6,98.0
2020-05,98.0,2.8333333333333335,24.672043010752688,99.6,98.0,99.6,95.6,94.4,97.3
2020-06,97.3,2.44,30.48777777777778,98.0,99.6,98.0,97.4,99.2,97.3
2020-07,97.3,2.2838709677419358,30.4247311827957,97.3,98.0,99.6,100.7,97.6,99.2
2020-08,99.2,2.252688172043011,29.787096774193547,97.3,97.3,98.0,99.6,92.6,104.3
2020-09,104.3,1.8322222222222222,27.164444444444445,99.2,97.3,97.3,98.0,91.8,112.1
2020-10,112.1,1.0580645161290323,21.696774193548386,104.3,99.2,97.3,99.6,96.0,114.8
2020-11,114.8,1.031111111111111,14.504444444444445,112.1,104.3,99.2,98.0,95.6,116.4
2020-12,116.4,0.9161290322580645,8.03978494623656,114.8,112.1,104.3,97.3,97.4,125.0
2021-01,125.0,1.4182795698924733,5.776344086021506,116.4,114.8,112.1,97.3,100.7,126.1
2021-02,126.1,1.138095238095238,5.423809523809523,125.0,116.4,114.8,99.2,99.6,123.9
2021-03,123.9,1.261290322580645,15.976344086021506,126.1,125.0,116.4,104.3,98.0,126.2
2021-04,126.2,1.4877777777777779,20.508888888888887,123.9,126.1,125.0,112.1,99.6,133.7
2021-05,133.7,2.5946236559139786,25.507526881720427,126.2,123.9,126.1,114.8,98.0,130.3
2021-06,130.3,2.4355555555555553,30.49777777777778,133.7,126.2,123.9,116.4,97.3,126.3
2021-07,126.3,3.843010752688172,30.995698924731183,130.3,133.7,126.2,125.0,97.3,130.4
2021-08,130.4,2.2698924731182797,29.856989247311827,126.3,130.3,133.7,126.1,99.2,132.8
2021-09,132.8,1.9977777777777779,25.693333333333335,130.4,126.3,130.3,123.9,104.3,137.1
2021-10,137.1,2.3236559139784947,20.64516129032258,132.8,130.4,126.3,126.2,112.1,141.4
2021-11,141.4,0.9077777777777778,14.706666666666665,137.1,132.8,130.4,133.7,114.8,140.5
2021-12,140.5,1.203225806451613,9.307526881720431,141.4,137.1,132.8,130.3,116.4,140.6
2022-01,140.6,2.0688172043010753,4.8569892473118275,140.5,141.4,137.1,126.3,125.0,145.3
2022-02,145.3,0.6821428571428572,9.420238095238094,140.6,140.5,141.4,130.4,126.1,170.1
2022-03,170.1,1.5559139784946234,15.475268817204302,145.3,140.6,140.5,132.8,123.9,169.7
2022-04,169.7,1.7866666666666668,21.98,170.1,145.3,140.6,137.1,126.2,173.5
2022-05,173.5,2.3838709677419354,27.07956989247312,169.7,170.1,145.3,141.4,133.7,166.3
2022-06,166.3,2.7466666666666666,30.736666666666668,173.5,169.7,170.1,140.5,130.3,147.3
2022-07,147.3,5.516129032258065,29.513978494623657,166.3,173.5,169.7,140.6,126.3,145.6
2022-08,145.6,2.803225806451613,29.555913978494623,147.3,166.3,173.5,145.3,130.4,147.9
2022-09,147.9,3.575555555555556,24.846666666666664,145.6,147.3,166.3,170.1,132.8,152.3
2022-10,152.3,0.9526881720430107,20.940860215053764,147.9,145.6,147.3,169.7,137.1,150.1
2022-11,150.1,1.7255555555555557,13.827777777777778,152.3,147.9,145.6,173.5,141.4,147.3
2022-12,147.3,1.175268817204301,8.023655913978494,150.1,152.3,147.9,166.3,140.5,147.5
2023-01,147.5,1.3516129032258064,6.721505376344086,147.3,150.1,152.3,147.3,140.6,146.7
2023-02,146.7,1.1202380952380953,10.31547619047619,147.5,147.3,150.1,145.6,145.3,138.6
2023-03,138.6,1.8806451612903226,14.778494623655915,146.7,147.5,147.3,147.9,170.1,136.1
2023-04,136.1,1.8988888888888888,20.71888888888889,138.6,146.7,147.5,152.3,169.7,129.3
2023-05,129.3,1.9774193548387098,26.496774193548386,136.1,138.6,146.7,150.1,173.5,126.6
2023-06,126.6,1.5766666666666667,29.966666666666665,129.3,136.1,138.6,147.3,166.3,125.9
2023-07,125.9,4.302150537634409,29.43010752688172,126.6,129.3,136.1,147.5,147.3,125.0
2023-08,125.0,2.610752688172043,30.296774193548387,125.9,126.6,129.3,146.7,145.6,126.3
2023-09,126.3,1.3444444444444446,28.270000000000003,125.0,125.9,126.6,138.6,147.9,124.8
2023-10,124.8,1.839784946236559,22.034408602150535,126.3,125.0,125.9,136.1,152.3,121.0
2023-11,121.0,1.5466666666666666,14.836666666666666,124.8,126.3,125.0,129.3,150.1,122.8
2023-12,122.8,1.1387096774193548,10.421505376344086,121.0,124.8,126.3,126.6,147.3,119.9
2024-01,119.9,1.2559139784946236,4.608602150537634,122.8,121.0,124.8,125.9,147.5,113.8
2024-02,113.8,1.2275862068965517,12.410344827586208,119.9,122.8,121.0,125.0,146.7,110.9
2024-03,110.9,1.956989247311828,15.859139784946237,113.8,119.9,122.8,126.3,138.6,111.6
2024-04,111.6,2.648888888888889,23.326666666666668,110.9,113.8,119.9,124.8,136.1,118.7
2024-05,118.7,1.7580645161290323,28.01827956989247,111.6,110.9,113.8,121.0,129.3,115.2
2024-06,115.2,3.5055555555555555,31.924444444444443,118.7,111.6,110.9,122.8,126.6,110.7
2024-07,110.7,3.01505376344086,30.983870967741936,115.2,118.7,111.6,119.9,125.9,110.2
2024-08,110.2,2.096774193548387,29.7,110.7,115.2,118.7,113.8,125.0,113.6
2024-09,113.6,1.7811111111111113,27.967777777777776,110.2,110.7,115.2,110.9,126.3,114.4
2024-10,114.4,1.3720430107526882,23.47204301075269,113.6,110.2,110.7,111.6,124.8,111.4
2024-11,111.4,1.5744444444444443,14.364444444444445,114.4,113.6,110.2,118.7,121.0,111.4
2024-12,111.4,1.5494623655913977,8.018279569892474,111.4,114.4,113.6,115.2,122.8,111.8
2025-01,111.8,0.5440860215053763,7.505376344086022,111.4,111.4,114.4,110.7,119.9,112.6
2025-02,112.6,1.2654761904761904,6.991666666666666,111.8,111.4,111.4,110.2,113.8,109.7
2025-03,109.7,1.4193548387096775,18.141935483870967,112.6,111.8,111.4,113.6,110.9,110.9
2025-04,110.9,1.6066666666666667,23.607777777777777,109.7,112.6,111.8,114.4,111.6,109.0
2025-05,109.0,2.4086021505376345,26.44516129032258,110.9,109.7,112.6,111.4,118.7,107.3
2025-06,107.3,3.368888888888889,30.456666666666667,109.0,110.9,109.7,111.4,115.2,106.5
2025-07,106.5,4.536559139784947,30.61720430107527,107.3,109.0,110.9,111.8,110.7,105.6
2025-08,105.6,4.198924731182796,28.75483870967742,106.5,107.3,109.0,112.6,110.2,104.8
2025-09,104.8,2.2333333333333334,27.405555555555555,105.6,106.5,107.3,109.7,113.6,103.8
2025-10,103.8,2.0903225806451613,21.05483870967742,104.8,105.6,106.5,110.9,114.4,105.6
2025-11,105.6,1.1288888888888888,15.421111111111113,103.8,104.8,105.6,109.0,111.4,107.2
2025-12,107.2,0.735483870967742,8.6247311827957,105.6,103.8,104.8,107.3,111.4,107.5
2026-01,107.5,2.1408602150537632,3.796774193548387,107.2,105.6,103.8,106.5,111.8,108.7
2026-02,108.7,0.8654761904761905,9.503571428571428,107.5,107.2,105.6,105.6,112.6,110.4
2026-03,110.4,1.19247311827957,17.865591397849464,108.7,107.5,107.2,104.8,109.7,111.3
2026-04,111.3,2.6455555555555557,21.328888888888887,110.4,108.7,107.5,103.8,110.9,114.2
2026-05,114.2,2.0408602150537636,27.01827956989247,111.3,110.4,108.7,105.6,109.0,110.0
2026-06,110.0,2.5933333333333333,30.074444444444442,114.2,111.3,110.4,107.2,107.3,113.8
2026-07,113.8,3.4580645161290327,30.18172043010753,110.0,114.2,111.3,107.5,106.5,116.3
